,标题,总价格,单价,地段,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,"
                                  ","
                                      ","
                              ",挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,别墅类型
1469,楼层好+户型方正+满5v1+诚心出售,182,34314,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,中楼层 (共5层),53.04㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202408580869,业主诚心出售，全明户型，楼层好，满5v一,楼栋总数： 151栋 房屋总数： 2196户 占地面积： 85714平米 绿 化 率： 35% 建筑面积： 120000平米 容 积 率： 1.2 地上车位： 500个 停 车 费：960 元/年/位 开 发 商： 上海闵碧物业管理有限公司 车位配比： 1:0.4,小户型总价低，首先是首套刚需客户群体，客户以小年轻夫妻和养老自住型为主。,生活：有龙湖天街、碧江广场、欧尚置业广场三大购物商场，景谷路有农工商银行、乐嘉，联华、永辉、家得利等chao市生活方便， 医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。东面隔河就是别墅区，南面5号线，西临碧江路，北靠凤庆路,1.自驾：距S32申嘉湖高速2.4公里、S4沪金高速4.4公里、嘉闵高架5.3公里 2.公交：江川1路、2路，闵行29路、21路、35路、19路 3.地铁：距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤,,
1470,户型方正+位置好+满五税少+近地铁+配套全,170,31348,"['闵行', '老闵行']",汽轮小区,2室1厅1厨1卫,中楼层 (共5层),54.23㎡,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,无抵押,非共有,已上传房本照片,202409651558,户型方正+位置好+满五税少+近地铁+配套全,1.小区位于闵行区宾川路200弄，小区环境宜居，绿化情况良好，物业管理水平高 2.小区地处同价适宜生活的商圈，医院，菜场，店铺，公园等皆有 3.小区交通便利，有多条公交线（100米以内），地铁五号线（900米左右），地铁23号线（规划中）,适合中年人，夫妻带孩子刚需，旁边配套齐全，交通便利，上下班方便，买菜方便,【综合商场】：有瑞丽路和兰坪路菜市场，金平路步行街、碧江广场、欧尚置业广场、千代休闲广场。 【医疗配套】：上海市复旦附属第五医院、复旦肿瘤医院等 ； 【公 园】：红园，闵行公园；银杏公园 【休闲设施】江川路体育馆，江川图书馆在建,地铁5号线金平路站，公交徐闵线，江川2路、143、816路，闵行11路、闵马线、闵行29路；小区出门就是公交站点，到地铁站走路路程短,,
1471,无增值税，好户型，房龄新，楼层好无噪音、无遮挡,193,29444,"['闵行', '老闵行']",保利雅苑,2室1厅1厨1卫,低楼层 (共24层),65.55㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,暂无数据,无抵押,非共有,已上传房本照片,202409371019,无增值税，好户型，房龄新，楼层好无噪音、无遮挡,新婚夫妻孕婴老幼人群均可房屋年龄新装修简单舒服一家三口都可。,紧靠马桥万达，龙湖星悦荟购物广场，富国路菜市场，娱乐生活，消费购物都方便,S4高速，嘉闵高架、申嘉湖高速、沪金高速。公交线路：闵行30路直达莘庄 (华宁路、银春路）、江川2路(华宁路、银春路）、闵行19路(华宁路、银春路）、闵行5路(华宁路、银春路）无缝连接轨道交通5号线（北桥站）可直达莘庄站，无缝对接地铁1号线。,,,
1472,凤凰楼层，享受视野带来的宽广阔气，无需多言实力证明,195,29749,"['闵行', '老闵行']",保利雅苑,2室1厅1厨1卫,高楼层 (共24层),65.55㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,暂无数据,无抵押,非共有,已上传房本照片,202408980919,凤凰楼层，视野很宽阔，毛坯能有自己的装修想法，有钥匙随时看,适合年轻人，对采光视野有要求的，居住舒适度很高，配套齐全，旁边就是万达,嘉闵高架、申嘉湖高速、沪金高速。公交线路：闵行30路直达莘庄 (华宁路、银春路）、江川2路(华宁路、银春路）、闵行19路(华宁路、银春路）、闵行5路(华宁路、银春路）无缝连接轨道交通5号线（北桥站）可直达莘庄站，无缝对接地铁1号线莘庄地铁站,,,,
1473,5+23号线，健身楼层，采光充足，双南户型，业主诚意,170,29235,"['闵行', '老闵行']",新华小区,2室1厅1厨1卫,高楼层 (共6层),58.15㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,无抵押,非共有,已上传房本照片,202409507657,5+23双轨交，健身楼层，采光充足，双南户型，方型方正，业主诚意,新华小区3个弄（鹤庆路411弄，585弄，641弄）小区房龄1990-1994.小区2个车辆出入口，鹤庆路641弄和鹤庆路411弄，小区东边是兰坪菜场，西边是上海市第五人民医院和寰悦生活广场，南边是公园-红园，北边有金平路地铁站700米，出行方便,"小区离第五人民医院直线100m,东南西南2个菜场，分别是兰坪路菜场和瑞丽路菜场距离200米左右。小区南边有红园，另外小区西北方200米处有大零号湾体育馆，小区西边距离金悦广场500米，兰坪路上大零号湾图书馆，金平路步行街一条街周末休闲娱乐一应俱全",链家为您提供税费估算，助力安心交易。房源产权清晰，M5V1增值税0个税0，契税：首套1%，二套3%,（金平路地铁站）700米左右；目前还有23号线在建，直达上体馆的，小区北门多条公交线路交通出行很方便哦。,,
1474,双南房 日照时间长 视野好 首套首付50+可上车,160,29412,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,高楼层 (共6层),54.4㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202308814015,双南房 日照时间长 视野好 首套首付50+可上车,小户型总价低，首套首付30万左右很适合刚需客户群体，客户以小年轻夫妻为主 上海过渡家庭。楼层低，也可养老住。,生活：有龙湖天街、碧江广场、大润发广场三大购物商场，景谷路有农工商银行、乐家，联华、永辉、家得利等chao市丰富您的选择， 医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。东面隔河就是别墅区，南面5号线，西临碧江路,1.自驾：距S32申嘉湖高速2.4公里、S4沪金高速4.4公里、嘉闵高架5.3公里 2.公交：江川1路、2路，6路（直达东川地铁站8MIN），闵行29路、21路、35路、19路 3.地铁：距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤。,,,
1475,精装修拎包入住 满五年WY 配套成熟,165,30198,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,高楼层 (共6层),54.64㎡,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202308793621,精装修拎包入住 满五年WY 配套成熟,生活：有龙湖天街、寰悦广场、欧尚置业广场三大购物商场，景谷路有农工商银行、乐嘉，联华、永辉、家得利等chao市生活方便， 医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。东面隔河就是别墅区，南面5号线，西临碧江路，北靠凤庆路,1.自驾：距S32申嘉湖高速2.4公里、S4沪金高速4.4公里、嘉闵高架5.3公里 2.公交：江川1路、2路，闵行29路、21路、35路、19路 3.地铁：距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤,,,,
1476,精装修两型房非顶楼+近闵行科创公园+一梯两户配套好,179,33787,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,高楼层 (共6层),52.98㎡,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,有抵押 80万元 公积金 客户偿还,共有,已上传房本照片,202308539100,近五号线华宁路地铁站，出行方便，配套好，看房方便，诚意出售。,这套房子是南北户型，主卧客厅朝南，得房率高，前后无遮挡采光好。房子一梯两户，楼层采光好。,小区北边近闵行科创公园，环境很好，近复旦大学第五人民医院，三乙综合类，小区近大零号湾图书馆、江川体育馆、寰悦广场、龙湖天街，配套好。,这套房子房子是方正户型，属于精装修，满足拎包入住。不用花钱重新装修。,凤庆小区近5号线金平路地铁站，23号线在建，从上海体育馆直达，后期是双轨交，小区门口有公交站点，交通便利。,,
1477,5+23号线+精装修+中间楼层+户型优质+业主诚心出售,180,33816,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,中楼层 (共6层),53.23㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202308291117,5+23号线+精装修+中间楼层+户型优质+业主诚心出售,楼栋总数： 151栋 房屋总数： 2196户 占地面积： 85714平米 绿 化 率： 35% 建筑面积： 120000平米 容 积 率： 1.2 地上车位： 500个 停 车 费：960 元/年/位 开 发 商： 上海闵碧物业管理有限公司 车位配比： 1:0.4,小区以40/42㎡1房，50/54㎡2房为主，小户型总价低，适合首套刚需客户群体，客户以小年轻夫妻为主。此房为低楼层，精装修，适合客户买来出租或者老人居住，后期置换也好出手,生活：有龙湖天街、碧江广场、欧尚置业广场三大购物商场，景谷路有农工商银行、乐嘉，联华、永辉、家得利等chao市生活方便， 医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。东面隔河就是别墅区，南面5号线，西临碧江路，北靠凤庆路,1.自驾：距S32申嘉湖高速2.4公里、S4沪金高速4.4公里、嘉闵高架5.3公里 2.公交：江川1路、2路，闵行29路、21路、35路、19路 3.地铁：距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤,,
1478,5+23号线+M五V一+户型优质+业主诚心出售,180,31944,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,高楼层 (共6层),56.35㎡,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,有抵押 10万元 商贷 业主自还,共有,已上传房本照片,202409028663,5+23号线+M五V一+户型优质+业主诚心出售,楼栋总数： 151栋 房屋总数： 2196户 占地面积： 85715平米 绿 化 率： 30% 建筑面积： 12000平米 容 积 率： 1.5 地上车位： 200个 停 车 费： 150元/月开 发 商：上海闵碧物业管理有限公司 车位配比： 1:0.6 物业信息：上海闵碧物业管理有限公司,小区环境舒适，近地铁，有公园，小户型总价低，适合首套刚需客户群体，客户以小年轻夫妻为主，配套成熟，居住便利。第三种客户群体是市区叔叔阿姨置换养老房，空气质量好，适合养老,生活：有龙湖天街、碧江广场、欧尚置业广场三大购物商场，景谷路有农工商银行、乐嘉，联华、永辉、家得利等生活方便，医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。小区门口在建一个社区医院,1.自驾：嘉闵高架5.3公里、S32申嘉湖高速2.4公里、S4沪金高速4.4公里 2.公交：江川1路、2路、4路、6路，闵行29路、21路、35路、19路、16路、40路，143路3.地铁： 3.距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤。,,
1479,5+23号线满五年   中间楼层户型优质业主诚心出售,165,30137,"['闵行', '老闵行']",凤庆小区,2室1厅1厨1卫,中楼层 (共6层),54.75㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,暂无数据,无,暂无数据,无抵押,非共有,已上传房本照片,202308280390,5+23号线满五年   中间楼层户型优质业主诚心出售,楼栋总数： 151栋 房屋总数： 2196户 占地面积： 85715平米 绿 化 率： 30% 建筑面积： 12000平米 容 积 率： 1.5 地上车位： 200个 停 车 费： 150元/月开 发 商：上海闵碧物业管理有限公司 车位配比： 1:0.6 物业信息：上海闵碧物业管理有限公司,小区环境舒适，近地铁，有公园，小户型总价低，适合首套刚需客户群体，客户以小年轻夫妻为主，配套成熟，居住便利。第三种客户群体是市区叔叔阿姨置换养老房，空气质量好，适合养老,生活：有龙湖天街、碧江广场、欧尚置业广场三大购物商场，景谷路有农工商银行、乐嘉，联华、永辉、家得利等生活方便，医院：距复旦大学附属医院第五人民医院1公里，三级乙等综合性医院。小区门口在建一个社区医院,1.自驾：嘉闵高架5.3公里、S32申嘉湖高速2.4公里、S4沪金高速4.4公里 2.公交：江川1路、2路、4路、6路，闵行29路、21路、35路、19路、16路、40路，143路3.地铁： 3.距离5号线金平路站1.1公里。北达莘庄、对接1号线，到上海南站、徐家汇；南至奉贤。,,
